Fecha,Hora corte,Operaciones realizadas,Ocupacion camas,Capacidad camas,Ocupacion UCI,Capacidad UCI,Operaciones pendientes,Cancelaciones del dia,Modo saturado,Resumen
2026-01-07,20:00,44,75,75,2,2,0,9,True,"--- Resumen del día 2026-01-07 ---
Operaciones realizadas: 44
Ocupación camas: 75/75 | UCI: 2/2
Operaciones pendientes: 0
Cancelaciones: 9

 Baja disponibilidad de camas
Evaluar reprogramación manual
Presiona 'Reprogramar semana' si lo deseas."
