Fecha,Hora corte,Operaciones realizadas,Ocupacion camas,Capacidad camas,Ocupacion UCI,Capacidad UCI,Operaciones pendientes,Cancelaciones del dia,Modo saturado,Resumen
2026-01-07,20:00,24,75,75,0,2,0,23,True,"--- Resumen del día 2026-01-07 ---
Operaciones realizadas: 24
Ocupación camas: 75/75 | UCI: 0/2
Operaciones pendientes: 0
Cancelaciones: 23

 Baja disponibilidad de camas
Evaluar reprogramación manual
Presiona 'Reprogramar semana' si lo deseas."
