Fecha,Hora corte,Operaciones realizadas,Ocupacion camas,Capacidad camas,Ocupacion UCI,Capacidad UCI,Operaciones pendientes,Cancelaciones del dia,Modo saturado,Resumen
2026-01-05,20:00,29,66,75,2,2,625,0,False,"--- Resumen del día 2026-01-05 ---
Operaciones realizadas: 29
Ocupación camas: 66/75 | UCI: 2/2
Operaciones pendientes: 625

 Baja disponibilidad de camas
Evaluar reprogramación manual
Presiona 'Reprogramar semana' si lo deseas."
