Fecha,Hora corte,Operaciones realizadas,Ocupacion camas,Capacidad camas,Ocupacion UCI,Capacidad UCI,Operaciones pendientes,Cancelaciones del dia,Modo saturado,Resumen
2026-01-03,20:00,14,61,75,2,2,680,0,False,"--- Resumen del día 2026-01-03 ---
Operaciones realizadas: 14
Ocupación camas: 61/75 | UCI: 2/2
Operaciones pendientes: 680

Presiona 'Reanudar' para continuar."
