Timestamp,Operaciones_Realizadas,Operaciones_Pendientes,Operaciones_En_Curso,Operaciones_Canceladas,Camas_Ocupadas,UCI_Ocupadas,Modo_Saturado
2026-01-05 20:00:00,152,85,0,1,59,1,False
