Timestamp,Operaciones_Realizadas,Operaciones_Pendientes,Operaciones_En_Curso,Operaciones_Canceladas,Camas_Ocupadas,UCI_Ocupadas,Modo_Saturado
2026-01-30 20:00:00,735,128,0,69,75,1,True
