Timestamp,Operaciones_Realizadas,Operaciones_Pendientes,Operaciones_En_Curso,Operaciones_Canceladas,Camas_Ocupadas,UCI_Ocupadas,Modo_Saturado
2026-01-17 20:00:00,445,131,0,82,75,1,True
