Timestamp,Operaciones_Realizadas,Operaciones_Pendientes,Operaciones_En_Curso,Operaciones_Canceladas,Camas_Ocupadas,UCI_Ocupadas,Modo_Saturado
2026-02-05 20:00:00,861,128,0,48,75,2,True
