Fecha,Hora corte,Operaciones realizadas,Ocupacion camas,Capacidad camas,Ocupacion UCI,Capacidad UCI,Operaciones pendientes,Cancelaciones del dia,Modo saturado,Resumen
2026-01-03,20:00,29,73,75,0,2,160,0,False,"--- Resumen del día 2026-01-03 ---
Operaciones realizadas: 29
Ocupación camas: 73/75 | UCI: 0/2
Operaciones pendientes: 160

 Baja disponibilidad de camas
Evaluar reprogramación manual
Presiona 'Reprogramar semana' si lo deseas."
