Fecha,Hora_Corte,Realizadas_Hoy,Canceladas_Hoy,Camas_Ocupadas_Fin_Dia,UCI_Ocupadas_Fin_Dia,Acumulado_Realizadas,Acumulado_Canceladas_Definitivas,Operaciones_En_Sistema,Restantes_Lista_Espera_Global
2026-02-26,20:00,14,0,53,1,1027,1,65,229
