Fecha,Hora_Corte,Operaciones_Realizadas_Hoy,Operaciones_Canceladas_Hoy,Operaciones_Pendientes,Camas_Ocupadas,UCI_Ocupadas,Capacidad_Camas,Capacidad_UCI,Modo_Saturado
2026-01-20,20:00,0,0,48,65,1,75,2,False
