Fecha,Hora_Corte,Operaciones_Realizadas_Hoy,Operaciones_Canceladas_Hoy,Operaciones_Pendientes,Camas_Ocupadas,UCI_Ocupadas,Capacidad_Camas,Capacidad_UCI,Modo_Saturado
2026-01-01,20:00,0,0,181,51,0,75,2,False
