Fecha,Hora corte,Operaciones realizadas,Ocupacion camas,Capacidad camas,Ocupacion UCI,Capacidad UCI,Operaciones pendientes,Cancelaciones del dia,Modo saturado,Resumen
2026-01-06,20:00,26,65,75,2,2,599,0,False,"--- Resumen del día 2026-01-06 ---
Operaciones realizadas: 26
Ocupación camas: 65/75 | UCI: 2/2
Operaciones pendientes: 599

Presiona 'Reanudar' para continuar."
